# SPDX-License-Identifier: Unicode-DFS-2016
# Columns: Form; Pronunciation

අං	aŋ
පට්ටි	paʈʈi
පඨවි	paʈəwi
පඨිතය	paʈitəjə
පඩ	paɖə
පඩයක්	paɖəjak
පඩි	paɖi
පඩිපෙළ	paɖipelə
පඩිය	paɖijə
පඩියක්	paɖijak
පඩියට	paɖijəʈə
පඩියෙන්	paɖijen
පඩිසන්	paɖisan
පණ	panə
පණක්	panak
පණත	panətə
පණපිටින්	panəpiʈin
පණපෙවීය	panəpewiːjə
පණිවිඩ	paniwiɖə
පණිවිඩය	paniwiɖəjə
පණිවිඩයකි	paniwiɖəjəki
පණිවිඩයක්	paniwiɖəjak
පණිවුඩ	paniuɖə
පණිවුඩය	paniuɖəjə
පණිවුඩයක්	paniwuɖəjak
පණිවුඩයේ	paniuɖəje
පණීභාරත	paniːbaːrətə
පණු	panu
පණුවන්	panuwan
පණුවා	panuwa
පණුවෝ	panuwo
පණ්ඩිත	panɖitə
පණ්ඩිතයන්	panɖitəjan
පණ්ඩිතයා	panɖitəja
පණ්ඩිතයෙක්	panɖitəjek
පණ්ඩිතයෝ	panɖitəjoː
පණ්ඩිත්	panɖit
පණ්ඩුකාභය	panɖukaːbəjə
පඬි	paⁿɖi
පඬිතුමාගේ	paⁿɖitumaːɡe
පඬියන්	paⁿɖijan
පඬියන්ට	paⁿɖijanʈə
පඬියා	paⁿɖija
පඬියො	paⁿɖijo
පඬියෝ	paⁿɖijo
පඬිවරයා	paⁿɖiwərəja
පඬිවරයාගේ	paⁿɖiwərəjaːɡeː
පඬිවරයෙකි	paⁿɖiwərəjeki
පඬිවරයෙකු	paⁿɖiwərəjeku
පඬිවරු	paⁿɖiwəru
පඬිවරුන්	paⁿɖiwərun
පඬිවරුන්ගේ	paⁿɖiwərunɡeː
පඬු	paⁿɖu
පඬුර	paⁿɖurə
පඬුරක්	paⁿɖurak
පඬුරු	paⁿɖuru
පඬුවස්දෙව්	paⁿɖuwasdew
පත	patə
පතක	patəkə
පතක්	patak
පතට	patəʈə
පතති	patəti
පතන	patənə
පතනව	patənəwa
පතනවා	patənəwa
පතන්න	patannə
පතන්නේ	patanne
පතපු	patəpu
පතමි	patəmi
පතමින්	patəmin
පතමු	patəmu
පතයි	pataj
පතර	patərə
පතල	patələ
පතලක්	patəlak
පතලා	patəlaː
පතල්	patal
පතළ	patələ
පතා	pataː
පතාක	pataːkə
පතාගෙන	pataːɡenə
පති	pati
පතිට්ඨිතං	patiʈʈitaŋ
පතිත	patitə
පතින්	patin
පතිරණ	patirənə
පතිරාජ	patiraːɟə
පතිවත	patiwatə
පතිවෘතාව	patiwrutaːwə
පතුම්	patum
පතුරන	paturənə
පතුරවන්න	paturəwannə
පතුරු	paturu
පතුරුවන	paturuwənə
පතුරුවා	paturuwaː
පතුල	patulə
පතුලටම	patuləʈəmə
පතුලේ	patule
පතුල්	patul
පතේ	pateː
පතෝල	patoːlə
පත්	pat
පත්කර	patkərə
පත්කරගෙන	patkərəɡenə
පත්කරන	patkərənə
පත්කරනවා	patkərənəwa
පත්කරනු	patkərənu
පත්කරන්න	patkərannə
පත්කරන්නේ	patkəranne
පත්කරමින්	patkərəmin
පත්කරයි	patkəraj
පත්කරලා	patkərəla
පත්කළ	patkələ
පත්කළේ	patkəleː
පත්කිරීම	patkiriːmə
පත්කිරීමට	patkiriːməʈə
පත්කිරීමේ	patkiriːme
පත්කොට	patkoʈə
පත්තර	pattərə
පත්තරය	pattərəjə
පත්තරයක	pattərəjəkə
පත්තරයක්	pattərəjak
පත්තරයට	pattərəjəʈə
පත්තරයේ	pattərəjeː
පත්තරවල	pattərəwələ
පත්තරවලට	pattərəwələʈə
පත්තරෙන්	pattəren
පත්තරේ	pattəreː
පත්තරේක	pattəreːkə
පත්තරේට	pattəreːʈə
පත්තායමේ	pattaːjəmeː
පත්තිනි	pattini
පත්තිනිය	pattinijə
පත්තු	pattu
පත්තුවේ	pattuweː
පත්ර	pattrə
පත්රිකා	pattrikaː
පත්‍රිකා	pattrikaː
පත්ලේ	patleː
පත්ව	patwə
පත්වන	patwənə
පත්වනවා	patwənəwa
පත්වනු	patwənu
පත්වන්නට	patwannəʈə
පත්වන්නේ	patwanneː
පත්වන්නේය	patwanneːjə
පත්විය	patwijə
පත්වී	patwiː
පත්වීම	patwiːmə
පත්වීමක්	patwiːmak
පත්වීමට	patwiːməʈə
පත්වීමත්	patwiːmat
පත්වීමය	patwiːməjə
පත්වීමයි	patwiːmaj
පත්වීමෙන්	patwiːmen
පත්වීමේ	patwiːmeː
පත්වීම්	patwiːm
පත්වුණා	patunaː
පත්වුණු	patunu
පත්වුණු	patwunu
පත්වුණේ	patuneː
පත්වුනා	patunaː
පත්වූ	patuː
පත්වූ	patwuː
පත්වූයේ	patuːjeː
පත්වූවාය	patuːwaːjə
පත්වූවාය	patwuːwaːjə
පත්වූහ	patuːhə
පත්වූහ	patwuːhə
පත්වෙච්ච	patweccə
පත්වෙති	patweti
පත්වෙන	patwenə
පත්වෙනවා	patwenəwa
පත්වෙන්න	patwennə
පත්වෙන්නේ	patwenne
පත්වෙමින්	patwemin
පත්වෙයි	patwej
පත්වෙලා	patwelaː
පත්වේ	patweː
පථ	patə
පථය	patəjə
පථයක්	patəjak
පථයට	patəjəʈə
පථයේ	patəjeː
පද	padə
පදං	padaŋ
පදක්කම	padakkəmə
පදක්කමක්	padakkəmak
පදක්කම්	padakkam
පදනම	padənəmə
පදනමක	padənəməkə
පදනමකින්	padənəməkin
පදනමක්	padənəmak
පදනමට	padənəməʈə
පදනමින්	padənamin
පදනමින්ද	padənəmində
පදනමේ	padəname
පදනම්	padənam
පදනම්ව	padənamwə
පදමට	padəməʈə
පදමාලා	padəmaːlaː
පදමාලාව	padəmaːlaːwə
පදම්	padam
පදය	padəjə
පදයකි	padəjəki
පදයක්	padəjak
පදයට	padəjəʈə
පදයත්	padəjat
පදයෙන්	padəjen
පදයේ	padəje
පදවන	padəwənə
පදවල	padəwələ
පදවා	padəwaː
පදවාගෙන	padəwaːɡenə
පදවි	padəwi
පදවිය	padəwijə
පදවියට	padəwijəʈə
පදවියේ	padəwije
පදව්	padaw
පදාර්ථ	padaːrtə
පදාර්ථය	padaːrtəjə
පදිංචි	padiŋci
පදිංචිකරුවන්	padiɲcikaruwan
පදිංචිකරුවන්	padiŋcikaruwan
පදිංචිකරුවන්ට	padiŋcikaruwanʈə
පදිංචිකරුවෙකි	padiɲcikaruweki
පදිංචිකරුවෙකි	padiŋcikaruweki
පදිංචිකරුවෝ	padiŋcikaruwoː
පදිංචිය	padiŋcijə
පදිංචියට	padiŋcijəʈə
පදිංචිව	padiŋciwə
පදිංචිවෙලා	padiŋciwelaː
පදික	pədikə
පදින	padinə
පදිනවා	padinəwa
පදින්චි	padinci
පදින්න	padinnə
පදුකෝන්ට	padukoːnʈə
පදුරු	paduru
පදේ	padeː
පදේට	padeːʈə
පද්දතිය	paddətijə
පද්දතියක්	paddətijak
පද්ධති	paddəti
පද්ධතිය	paddətijə
පද්ධතියක	paddətijəkə
පද්ධතියකි	paddətijəki
පද්ධතියකින්	paddətijəkin
පද්ධතියක්	paddətijak
පද්ධතියට	paddətijəʈə
පද්ධතියත්	paddətijat
පද්ධතියන්	paddətijan
පද්ධතියේ	paddətije
පද්ධතීන්	paddətiːn
පද්ම	padmə
පද්මරාග	padməraːɡə
පද්මසිරි	padməsiri
පද්මිණී	padminiː
පන	panə
පනත	panətə
පනතක්	panətak
පනතට	panətəʈə
පනතින්	panətin
පනතේ	panəteː
පනත්	panat
පනවන	panəwənə
පනවන්නේ	panəwanne
පනවා	panəwa
පනස්	panas
පනහ	panaha
පනහක	panahakə
පනහක	panəhakə
පනහකට	panahakəʈə
පනහක්	panahak
පනහට	panəhaʈə
පනහයි	panahaj
පනහයි	panəhaj
පනහේ	panaheː
පනහේ	panəheː
පනා	panaː
පනින	paninə
පනිනව	paninəwa
පනිනවා	paninəwa
පනින්න	paninnə
පනින්නට	paninnəʈə
පනින්නෙ	paninne
පනින්නේ	paninneː
පනී	paniː
පනුවෝ	panuwoː
පන්	pan
පන්කුලම	pankuləmə
පන්ජාබ්	panɟaːb
පන්ති	panti
පන්තිභාර	pantibaːrə
පන්තිය	pantijə
පන්තියක	pantijəkə
පන්තියකට	pantijəkəʈə
පන්තියක්	pantijak
පන්තියට	pantijəʈə
පන්තියෙ	pantije
පන්තියේ	pantije
පන්තිවල	pəntiwələ
පන්තිවලට	pantiwələʈə
පන්දම	pandəmə
පන්දම්	pandam
පන්දහසක්	pandahasak
පන්දහසක්ද	pandahasakdə
පන්දු	pandu
පන්දුවට	panduwəʈə
පන්න	pannə
පන්නන	pannənə
පන්නනවා	pannənəwa
පන්නන්න	pannannə
පන්නපු	pannəpu
පන්නමු	pannəmu
පන්නයේ	pannəjeː
පන්නරය	pannərəjə
පන්නරයක්	pannərəjak
පන්නල	pannələ
පන්නලා	pannəla
පන්නා	pannaː
පන්නිපිටිය	pannipiʈijə
පන්නිපිටියට	pannipiʈijəʈə
පන්නිපිටියෙ	pannipiʈije
පන්විල	panwilə
පන්සල	pansələ
පන්සලක	pansələkə
පන්සලකට	pansələkəʈə
පන්සලකය	pansələkəjə
පන්සලකි	pansələki
පන්සලක්	pansəlak
පන්සලට	pansələʈə
පන්සලයි	pansəlaj
පන්සලෙන්	pansəlen
පන්සලේ	pansəleː
පන්සල්	pansal
පන්සල්ද	pansaldə
පන්සල්වල	pansalwələ
පන්සල්වලට	pansalwələʈə
පන්සිය	pansijə
පන්සියයක්	pansijəjak
පන්සිල්	pansil
පන්සීය	pansiːjə
පන්සීයකට	pansiːjəkəʈə
පන්සීයක්	pansiːjak
පන්හිඳ	panhiⁿdə
පන්හිඳයා	panhiⁿdəja
පන්හිඳෙන්	panhiⁿden
පඳුර	paⁿdurə
පඳුරක	paⁿdurəkə
පඳුරකට	paⁿdurəkəʈə
පඳුරක්	paⁿdurak
පඳුරට	paⁿdurəʈə
පඳුරු	paⁿduru
පඳුරේ	paⁿdure
පපඩම්	papəɖam
පපුව	papuwə
පපුවක්	papuwak
පපුවට	papuwəʈə
පපුවෙ	papuwe
පපුවේ	papuwe
පප්පලා	pappəla
පප්පා	pappa
පබසරා	pabəsəraː
පබළු	pabəlu
පබා	pabaː
පබාවතිය	pabaːwətijə
පබාවතී	pabaːwətiː
පබැඳුම්	pabæⁿdum
පබෝධා	paboːda
පබ්බත	pabbətə
පබ්ලිශ්	pabliʃ
පබ්ලිෂ්	pabliʃ
පමණ	pamənə
පමණකට	pamənəkəʈə
පමණකි	pamənəki
පමණකින්	pamənəkin
පමණක්	pamənak
පමණක්ද	pamənakdə
පමණක්ම	pamənakmə
පමණට	pamənəʈə
පමණද	pamənədə
පමණය	pamənəjə
පමණයි	pamənaj
පමණි	paməni
පමණින්	pamənin
පමණින්ම	paməninmə
පමණී	paməniː
පමණෙකි	paməneki
පමන	pamənə
පමනකි	pamənəki
පමනක්	pamənak
පමනයි	pamənaj
පමනි	paməni
පමනින්	pamənin
පමා	pamaː
පමාවට	pamaːwəʈə
පමුණුව	pamunuwə
පමුණුවන	pamunuwənə
පමුණුවා	pamunuwaː
පම්පෝරි	pampoːri
පම්පෝරිය	pampoːrijə
පඹ	paᵐbə
පඹය	paᵐbəja
පඹයකු	paᵐbəjəku
පඹයන්	paᵐbəjan
පඹයයි	paᵐbəjaj
පඹයා	paᵐbəja
පඹයාට	paᵐbəjaːʈə
පඹයෙක්	paᵐbəjek
පඹයො	paᵐbəjo
පය	pajə
පයට	pajəʈə
පයි	paj
පයින්	pajn
පයින්ම	pajnmə
පයිලට්	pajləʈ
පයිසර්	pajsər
පයේ	pajeː
පර	parə
පරංගි	paraŋɡi
පරංගින්ගේ	paraŋɡinɡe
පරකාසේ	parəkaːse
පරක්කු	parakku
පරක්කුයි	parakkui
පරගැති	parəɡæti
පරණ	parənə
පරණම	parənəmə
පරණයි	parənaj
පරණවිතාන	parənəwitaːnə
පරණවිතානයන්	parənəwitaːnəjan
පරතරය	parətərəjə
පරතරයක්	parətərəjak
පරතෙරට	parəterəʈə
පරදනවා	parədənəwa
පරදවන්න	parədəwannə
පරදවා	parədəwaː
පරදා	parədaː
පරදින	parədinə
පරදිනවා	parədinəwa
පරදින්න	parədinnə
පරදුවට	parəduwəʈə
පරදේශක්කාර	parədeːʃakkaːrə
පරද්දන්න	paraddannə
පරන	parənə
පරපුර	parəpurə
පරපුරකට	parəpurəkəʈə
පරපුරකුත්	parəpurəkut
පරපුරක්	parəpurak
පරපුරට	parəpurəʈə
පරපුරටම	parəpurəʈəmə
පරපුරයි	parəpuraj
පරපුරෙන්	parəpuren
පරපුරේ	parəpureː
පරම	parəmə
පරමාණු	parəmaːnu
පරමාණුක	parəmaːnukə
පරමාණුව	parəmaːnuwə
පරමාදර්ශී	parəmaːdarʃiː
පරමායුෂ	parəmaːjuʃə
පරමාර්ත	parəmaːrtə
පරමාර්ථ	parəmaːrtə
පරමාර්ථය	parəmaːrtəjə
පරමාර්ථයක්	parəmaːrtəjak
පරමාර්ථයට	parəmaːrtəjəʈə
පරමාර්ථයන්	parəmaːrtəjan
පරමාර්ථයයි	parəmaːrtəjaj
පරමාර්ථයෙන්	parəmaːrtəjen
පරම්පරා	paramparaː
පරම්පරාගත	paramparaːɡatə
පරම්පරාගත	parampəraːɡatə
පරම්පරාව	parampəraːwə
පරම්පරාවකට	parampəraːwəkəʈə
පරම්පරාවකින්	paramparaːwəkin
පරම්පරාවක්	paramparaːwak
පරම්පරාවට	paramparaːwəʈə
පරම්පරාවම	paramparaːwəmə
පරම්පරාවල	parampəraːwələ
පරම්පරාවෙ	paramparaːwe
පරම්පරාවෙන්	paramparaːwen
පරම්පරාවේ	paramparaːwe
පරය	parəjə
පරයන්	parəjan
පරයා	parəjaː
පරයො	parəjo
පරයෝ	parəjoː
පරල	parələ
පරලොව	parəlowə
පරලොවත්	parəlowat
පරවල	parəwələ
පරවියෝ	parəwijo
පරසතු	parəsatu
පරසිඳු	parəsiⁿdu
පරස්පර	parasparə
පරස්පරතා	parasparətaː
පරස්පරතා	paraspərətaː
පරාක්රමබාහු	paraːkkrəməbaːhu
පරාක්‍රමබාහු	paraːkkrəməbaːhu
පරාක්රමය	paraːkkrəməjə
පරාක්‍රමය	paraːkkrəməjə
පරාජය	paraːɟəjə
පරාජයක්	paraːɟəjak
පරාජයට	paraːɟəjəʈə
පරාජයෙන්	paraːɟəjen
පරාජයේ	paraːɟəjeː
පරාජිත	paraːɟitə
පරාද	paraːdə
පරාදයි	paraːdaj
පරාදවෙනවා	paraːdəwenəwa
පරාභව	paraːbawə
පරාර්ථ	paraːrtə
පරාර්ථකාමී	paraːrtəkaːmi
පරාර්ථය	paraːrtəjə
පරාල	paraːlə
පරාවර්තනය	paraːwartənəjə
පරාවර්ථනය	paraːwartənəjə
පරාසය	paraːsəjə
පරාසයක	paraːsəjəkə
පරාසයක්	paraːsəjak
පරි	pari
පරිකල්පන	parikalpənə
පරිකල්පනය	parikalpənəjə
පරික්ෂක	parikʃəkə
පරික්ෂකයන්ට	parikʃəkəjanʈə
පරික්ෂණ	parikʃənə
පරික්ෂා	parikʃaː
පරික්ෂාවට	parikʃaːwəʈə
පරිගණක	pariɡanəkə
